Cust No.,Item No.,Description,Description,UPC 2 - Box,U/M,Packed,Retail Pack,Price,Retail,UPC 1 - Each,UPC 2 - Box,UPC 3 - Case,Each Price,Description,Unit Retail
910992,714592,JL WILD XXL STICK ORIGINAL,MEAT SNACKS,17082879851.00,BOX,00024 EA,24/BOX,41.68,2.59,17082879844.00,17082879851.00,10017082879858.00,1.74,FOODS,62.16
910992,714600,JL WILD XXL STICK MILD,MEAT SNACKS,17082879837.00,BOX,00024 EA,24/BOX,41.68,2.59,17082879820.00,17082879837.00,10017082879834.00,1.74,FOODS,62.16
910992,714626,CHEEZ-IT ORIGINAL 7 OZ BAG,KEEBLER COOKIES/CRACKERS,24100204113.00,EA,00001 EA, 1/6 CS,2.71,3.89,24100204113.00,24100204113.00,24100204083.00,2.71,FOODS,3.89
910992,714634,KELL SPEC K PROTN STRAWBERRY,LIGHT & NUTRITION BARS/SNACKS,38000291869.00,BOX,00008 EA,8/BOX,11.8,2.17,38000000119.00,38000291869.00,38000291852.00,1.48,FOODS,17.36
910992,714642,CHEEZ-IT WHITE CHEDDAR 3 OZ,KEEBLER COOKIES/CRACKERS,24100315338.00,BOX,00006 EA,6/BOX,7.57,1.86,24100315345.00,24100315338.00,24100315321.00,1.27,FOODS,11.16
910992,714691,RED BULL ENERGY DRINK 8.4OZ,ENERGY DRINKS,611269991246.00,CSE,00024 EA,24/CASE,41.05,2.59,611269991000.00,611269991246.00,611269991246.00,1.71,FOODS,62.16
910992,714717,ARIZONA FRUIT PUNCH 22 OZ,CANNED DRINKS,613008763374.00,CSE,00024 EA,24/CASE,23.29,1.39,613008727561.00,613008763374.00,613008763374.00,0.97,FOODS,33.36
910992,714733,ARIZONA GREEN TEA 22 OZ,CANNED DRINKS,613008763343.00,CSE,00024 EA,24/CASE,23.29,1.39,613008725716.00,613008763343.00,613008763343.00,0.97,FOODS,33.36
910992,714741,ARIZONA MANGO 22 0Z,CANNED DRINKS,613008763381.00,CSE,00024 EA,24/CASE,23.29,1.39,613008756482.00,613008763381.00,613008763381.00,0.97,FOODS,33.36
910992,714766,ARIZONA WATERMELON 22 OZ,CANNED DRINKS,613008763398.00,CSE,00024 EA,24/CASE,23.29,1.39,613008725778.00,613008763398.00,613008763398.00,0.97,FOODS,33.36
910992,714808,CLOVERHILL BIG TEX CINN ROLL,CAKES & PASTRIES,85264800344.00,BOX,00006 EA,6/BOX,5.85,1.73,85264043703.00,85264800344.00,10888109800359.00,0.98,FOODS,10.38
910992,714857,JL BEEF & CHEESE JALAPENO,MEAT SNACKS,17082001405.00,BOX,00016 EA,16/BOX,17.56,1.69,17082000408.00,17082001405.00,17082010407.00,1.1,FOODS,27.04
910992,714865,5-HOUR ENERGY DRINK POMEGRNT,DIETARY SUPPLEMENTS/ENERGY DRINKS,719410800123.00,BOX,00012 EA,12/BOX,19.48,2.59,719410800017.00,719410800123.00,10719410818125.00,1.62,FOODS,31.08
910992,714881,NV CRUNCHY GRAN BARS DARK CH,LIGHT & NUTRITION BARS/SNACKS,16000312616.00,BOX,00018 EA,18/BOX,14.47,1.21,16000507258.00,16000312616.00,10016000312613.00,0.81,FOODS,21.78
910992,714972,NAKED STRWBRY BANANA 15.2 OZ,FRUIT DRINKS/JUICES,82592631206.00,CSE,00008 EA,8/CASE,25.38,4.23,82592194152.00,82592631206.00,82592631206.00,3.17,FOODS,33.84
910992,715102,RICE KRISP TRT DOUBLE CHOC,LIGHT & NUTRITION BARS/SNACKS,38000251191.00,BOX,00012 EA,12/BOX,14.62,1.79,38000590955.00,38000251191.00,38000251177.00,1.22,FOODS,21.48
910992,715128,CORN NUTS RANCH 4 OZ,SALTED SNACKS,10071159073112.00,BOX,00012 EA,12/CASE,13.79,1.69,71159073115.00,10071159073112.00,10071159073112.00,1.15,FOODS,20.28
910992,715136,FAYGO BTL CREME SODA 20 OZ,BOTTLE DRINKS,73800451136.00,CSE,00024 EA,24/CASE,19.54,1.19,73800002932.00,73800451136.00,73800451136.00,0.81,FOODS,28.56
910992,715144,CORN NUTS BARBEQUE 4 OZ,SALTED SNACKS,10071159078247.00,BOX,00012 EA,12/CASE,13.79,1.69,71159078240.00,10071159078247.00,10071159078247.00,1.15,FOODS,20.28
910992,715151,PLNTR BIG BAG CASHEW 3 OZ,SALTED SNACKS,29000074361.00,EA,00001 EA, 1/12 CS,1.92,2.79,29000074361.00,29000074361.00,10029000074368.00,1.92,FOODS,2.79
910992,715169,PLNTR BIG BAG H/R CASHEW 3OZ,SALTED SNACKS,29000074491.00,EA,00001 EA, 1/12 CS,1.92,2.79,29000074491.00,29000074491.00,10029000074498.00,1.92,FOODS,2.79
910992,715177,PLNTR BIG BAG PEANUT 6 OZ,SALTED SNACKS,29000012585.00,EA,00001 EA, 1/12 CS,1.66,2.39,29000012585.00,29000012585.00,10029000012582.00,1.66,FOODS,2.39
910992,715185,PLNTR BIG BAG H/R PEANUT 6OZ,SALTED SNACKS,29000012578.00,EA,00001 EA, 1/12 CS,1.65,2.39,29000012578.00,29000012578.00,10029000012575.00,1.65,FOODS,2.39
910992,715284,CHEX MIX MUDDY BUDDIES 4.5OZ,SALTED SNACKS,16000148529.00,CSE,00007 EA,7/CASE,20.52,4.39,16000507326.00,16000148529.00,16000148529.00,2.93,FOODS,30.73
910992,715417,GARDETTO GARLIC RYE CHIP 4.75 OZ,SALTED SNACKS,16000148710.00,CSE,00007 EA,7/CASE,20.32,4.29,16000502789.00,16000148710.00,16000148710.00,2.9,FOODS,30.03
910992,715441,SNYDERS PRETZEL MINIS,SALTED SNACKS,30077975022314.00,BOX,00008 EA,8/BOX,7.6,1.36,77975022313.00,30077975022314.00,30077975022314.00,0.95,FOODS,10.88
910992,715458,SNYDERS PRTZL HNY MUST/ONION,SALTED SNACKS,10077975093907.00,BOX,00008 EA,8/BOX,14.59,2.61,77975093900.00,10077975093907.00,10077975093907.00,1.82,FOODS,20.88
910992,715466,SNYDERS PRTZL SOURDOUGH NIB,SALTED SNACKS,40077975025879.00,BOX,00008 EA,8/BOX,7.83,1.43,77975025871.00,40077975025879.00,40077975025879.00,0.98,FOODS,11.44
910992,715714,TGI FRIDAY JALAPENO POT SKIN,SALTED SNACKS,10720495306414.00,BOX,00006 EA,6/BOX,9.51,2.29,720495902619.00,10720495306414.00,10720495306414.00,1.59,FOODS,13.74
910992,715763,MS FRSHLY ICED HONEYBUN 4OZ,CAKES & PASTRIES,72250087193.00,BOX,00009 EA,9/BOX,11.52,2.23,72250087186.00,72250087193.00,20072250087180.00,1.28,FOODS,20.07
910992,715771,MS FRSHLY PECAN TWIRLS 3PK,CAKES & PASTRIES,72250903790.00,BOX,00012 EA,12/BOX,15.36,2.23,72250903561.00,72250903790.00,72250910927.00,1.28,FOODS,26.76
910992,715995,FAYGO CAN TWIST LEMON-LIME 12OZ,CANNED DRINKS,73800003847.00,CSE,00024 EA,24/CASE,9.36,0.59,73800038474.00,73800003847.00,73800003847.00,0.39,FOODS,14.16
910992,716001,COMBOS 6.3OZ BUFF BLUE CHEESE PRTZL,SALTED SNACKS,41419420119.00,BAG,00001 EA, 1/12 CS,2.2,3.19,41419420119.00,41419420119.00,10041419420116.00,2.2,FOODS,3.19
910992,716019,FAYGO CAN PINEAPPLE ORANGE 12 OZ,CANNED DRINKS,73800007807.00,CSE,00024 EA,24/CASE,9.36,0.59,73800007807.00,73800007807.00,73800007807.00,0.39,FOODS,14.16
910992,716027,FAYGO CAN KIWI STRAWBERRY 12 OZ,CANNED DRINKS,73800006084.00,CSE,00024 EA,24/CASE,9.36,0.59,73800004370.00,73800006084.00,73800006084.00,0.39,FOODS,14.16
910992,716068,CHEX MIX CHOC COOKIE&CREAM4Z,SALTED SNACKS,16000148543.00,CSE,00007 EA,7/CASE,20.52,4.39,16000507043.00,16000148543.00,16000148543.00,2.93,FOODS,30.73
910992,800011,"ADDING MACHINE PAPER 2 1/4""",ADDING MACHINE PAPER/LABELS,515791003.00,BOX,00010 SLV,10/CTN,9.32,1.39,,515791003.00,,0.93,SUPPLIES,13.9
910992,800037,GROCERY BAGS #20 SQUAT,BAGS--PAPER & PLASTIC,76955700517.00,BDL,00500 SLV,500/BDL,33.5,0,,76955700517.00,76955700517.00,0.06,SUPPLIES,0
910992,800045,GROCERY BAGS #1,BAGS--PAPER & PLASTIC,79594184014.00,BDL,00500 SLV,500/BDL,12.1,0,,79594184014.00,79594184014.00,0.03,SUPPLIES,0
910992,800052,GROCERY BAGS #2,BAGS--PAPER & PLASTIC,79594184021.00,BDL,00500 SLV,500/BDL,11.95,0,,79594184021.00,79594184021.00,0.03,SUPPLIES,0
910992,800060,GROCERY BAGS #4,BAGS--PAPER & PLASTIC,79594184045.00,BDL,00500 SLV,500/BDL,15.89,0,,79594184045.00,79594184045.00,0.04,SUPPLIES,0
910992,800078,GROCERY BAGS #6,BAGS--PAPER & PLASTIC,79594184069.00,BDL,00500 SLV,500/BDL,20.16,0,76955696636.00,79594184069.00,79594184069.00,0.04,SUPPLIES,0
910992,800086,GROCERY BAGS #8,BAGS--PAPER & PLASTIC,7707151602871.00,BDL,00500 SLV,500/BDL,22.44,0,7707151602871.00,7707151602871.00,7707151602871.00,0.05,SUPPLIES,0
910992,800102,GROCERY BAGS #12,BAGS--PAPER & PLASTIC,79594184120.00,BDL,00500 SLV,500/BDL,30.69,0,,79594184120.00,79594184120.00,0.06,SUPPLIES,0
910992,800128,GROCERY BAGS #25 SQUAT,BAGS--PAPER & PLASTIC,76955701903.00,BDL,00500 SLV,500/BDL,40.69,0,,76955701903.00,76955701903.00,0.09,SUPPLIES,0
910992,800136,GROCERY BAGS 1/6 BARREL C&C,BAGS--PAPER & PLASTIC,76955696803.00,BDL,00500 SLV,500/BDL,70,0,,76955696803.00,76955696803.00,0.14,SUPPLIES,0
910992,800144,WINE BAGS QUART LIQUOR,BAGS--PAPER & PLASTIC,79594802185.00,BDL,00500 SLV,500/BDL,25.99,0,,79594802185.00,76955721208.00,0.05,SUPPLIES,0
910992,800151,HAWTHORN NAT ROLL TOWEL 7.8X1000,BULK STORE SUPPLIES,40727351800605.00,CSE,00006 SLV,6/ROLLS,57.94,0,,40727351800605.00,40727351800605.00,9.66,SUPPLIES,0
910992,800201,"STRAWS WRAP 7.75""CLEAR 500CT",FOUNTAIN CUPS/LIDS/STRAW,763910002501.00,BOX,00001 BOX,1/24 CS,4.84,0,763910002501.00,763910002501.00,2010010050800.00,4.84,SUPPLIES,0
910992,800227,5-HOUR ENERGY XTR STR GRAPE,DIETARY SUPPLEMENTS/ENERGY DRINKS,719410720124.00,BOX,00012 EA,12/BOX,22.06,2.99,719410720018.00,719410720124.00,10719410728127.00,1.84,FOODS,35.88
910992,800250,CHARCOAL LIGHTER KINGSFORD 32OZ,CHARCOAL/LIGHTER FLUID/FIRE LOG,10044600711758.00,CSE,00012 EA,12/CASE,46.08,5.12,44600711750.00,10044600711758.00,10044600711758.00,3.84,FOODS,61.44
910992,800268,COMBOS 6.3OZ PIZZERIA PRETZEL,SALTED SNACKS,41419420065.00,BAG,00001 EA, 1/12 CS,2.2,3.19,41419420065.00,41419420065.00,10041419420062.00,2.2,FOODS,3.19
910992,800284,FAYGO BTL PNAPLE/WTRMLN 20OZ,BOTTLE DRINKS,73800451839.00,CSE,00024 EA,24/CASE,19.54,1.19,73800008330.00,73800451839.00,73800451839.00,0.81,FOODS,28.56
910992,800334,PLASTIC BAG 8X4X16 = #12 #16,BAGS--PAPER & PLASTIC,2209198800029.00,BDL,02000 SLV,2000/BDL,28.08,0,,2209198800029.00,10856550002028.00,0.01,SUPPLIES,0
910992,800359,PLASTIC BAG 12X7X22 1/6 GROC,BAGS--PAPER & PLASTIC,10856550002301.00,BDL,00900 SLV,900/BDL,21.36,0,,10856550002301.00,10856550002301.00,0.03,SUPPLIES,0
910992,800391,PLASTIC BAG 10X5X19 #20 #25,BAGS--PAPER & PLASTIC,10856550002035.00,BDL,02000 SLV,2000/BDL,34.43,0,,10856550002035.00,10856550002035.00,0.01,SUPPLIES,0
910992,800540,HILLSHIRE CHEDDAR SAUSAGE 5:1,FROZEN-ROLLERGRILL ITEMS,10044500321026.00,CSE,00060 EA,60/CASE,61.59,1.89,,10044500321026.00,10044500321026.00,1.02,FOOD SERVICE,113.4
910992,800557,JONSVILLE SMOKD POLISH SAUSAGE 4:1,FROZEN-ROLLERGRILL ITEMS,10077782021162.00,CSE,00040 EA,40/CASE,42.55,1.86,77782021165.00,10077782021162.00,10077782021162.00,1.07,FOOD SERVICE,74.4
910992,800565,JONSVILLE JALAPENO CHED SAUS 5:1,FROZEN-ROLLERGRILL ITEMS,10077782029335.00,CSE,00060 EA,60/CASE,43.59,1.26,77782024500.00,10077782029335.00,10077782029335.00,0.72,FOOD SERVICE,75.6
910992,800706,BUD BEST GINGER SNAPS 6OZ,BUD'S/UNCLE AL'S COOKIES,10745527520125.00,CSE,00012 EA,12/CASE,15.7,1.99,745527520128.00,10745527520125.00,10745527520125.00,1.31,FOODS,23.88
910992,800730,ARMOUR VIENNA HOT&SPICY 4.6Z,CANNED MEATS,54100937025.00,EA,00001 EA, 1/24 CS,1.53,1.99,54100937025.00,54100937025.00,10054100937022.00,1.53,GROCERY-SINGLE PICK,1.99
910992,800748,ARMOUR VIENNA JALAPENO 4.60Z,CANNED MEATS,54100952011.00,EA,00001 EA, 1/24 CS,1.53,1.99,54100952011.00,54100952011.00,10054100952018.00,1.53,GROCERY-SINGLE PICK,1.99
910992,800755,ARMOUR VIENNA SMOKED 4.6 OZ,CANNED MEATS,54100939029.00,EA,00001 EA, 1/24 CS,1.53,1.99,54100939029.00,54100939029.00,10054100939026.00,1.53,GROCERY-SINGLE PICK,1.99
910992,800805,MONSTER ENERGY DRINK 16OZ,ENERGY DRINKS,70847810162.00,CSE,00024 ECH,24/CASE,38.4,2.49,70847811169.00,70847810162.00,70847037576.00,1.6,FOODS,59.76
910992,800813,ICE BAG 8LB PLASTIC WICKETED,BAGS--PAPER & PLASTIC,10856550002165.00,BDL,01000 SLV,1000/CS,70.13,0,679044001085.00,10856550002165.00,10856550002165.00,0.08,SUPPLIES,0
910992,800821,CAT CAFE GOURMET CAT FOOD 3LB,PET FOODS/SUPPLIES,70155144928.00,EA,00001 EA, 1/6 CS,3.63,4.79,70155144928.00,70155144928.00,,3.63,GROCERY-SINGLE PICK,4.79
910992,800854,ARM & HAMMER BAKING SODA 8OZ,BAKING & COOKING NEEDS,33200011309.00,EA,00001 EA, 1/24 CS,0.81,1.09,33200011309.00,33200011309.00,10033200011306.00,0.81,GROCERY-SINGLE PICK,1.09
910992,800862,CARNATION MILK 5 OZ,BAKING & COOKING NEEDS,50000010516.00,EA,00001 EA, 1/24 CS,1.37,1.89,50000010516.00,50000010516.00,50000329700.00,1.37,GROCERY-SINGLE PICK,1.89
910992,800870,CLABBER GIRL BAKING PWDR 10 OZ,BAKING & COOKING NEEDS,19900003202.00,EA,00001 EA, 1/24 CS,2.86,3.81,19900003202.00,19900003202.00,10019900003209.00,2.86,GROCERY-SINGLE PICK,3.81
910992,800888,CRISCO SHORTENING 1 LB CAN,BAKING & COOKING NEEDS,196005242504.00,EA,00001 EA, 1/12 CS,3.84,5.11,196005242504.00,196005242504.00,,3.84,GROCERY-SINGLE PICK,5.11
910992,800912,DOMINO POWDER SUGAR 1 LB,BAKING & COOKING NEEDS,49200051009.00,EA,00001 EA, 1/24 CS,1.67,2.23,49200051009.00,49200051009.00,10049200051006.00,1.67,GROCERY-SINGLE PICK,2.23
910992,800920,DOMINO SUGAR LT BROWN 1 LB,BAKING & COOKING NEEDS,49200056752.00,EA,00001 EA, 1/24 CS,1.67,2.23,49200056752.00,49200056752.00,10049200056759.00,1.67,GROCERY-SINGLE PICK,2.23
910992,800938,TS BLACK PEPPER 2 OZ,SPICES & MIXES,193476003504.00,EA,00001 EA, 1/12 CS,1.3,1.79,193476003504.00,193476003504.00,10193476003501.00,1.3,GROCERY-SINGLE PICK,1.79
910992,800946,EAGLE BRAND CONDENSED MILK,BAKING & COOKING NEEDS,652729101133.00,EA,00001 EA, 1/24 CS,3.11,4.15,652729101133.00,652729101133.00,10652729101130.00,3.11,GROCERY-SINGLE PICK,4.15
910992,800953,GOLD MEDAL PLAIN FLOUR 2 LB,BAKING & COOKING NEEDS,16000107106.00,EA,00001 EA, 1/18 CS,2.82,3.76,16000107106.00,16000107106.00,,2.82,GROCERY-SINGLE PICK,3.76
910992,800961,MARTHA WHT S/R FLOUR 2 LB,BAKING & COOKING NEEDS,13300055014.00,EA,00001 EA, 1/12 CS,2.52,3.36,13300055014.00,13300055014.00,,2.52,GROCERY-SINGLE PICK,3.36
910992,800979,MARTHA WHT SR CORN MEAL 2 LB,BAKING & COOKING NEEDS,13300185018.00,EA,00001 EA, 1/12 CS,2.14,2.85,13300185018.00,13300185018.00,,2.14,GROCERY-SINGLE PICK,2.85
910992,800987,MAZOLA OIL 16 OZ,BAKING & COOKING NEEDS,761720056202.00,EA,00001 EA, 1/12 CS,2.83,3.77,761720056202.00,761720056202.00,10761720001841.00,2.83,GROCERY-SINGLE PICK,3.77
910992,800995,PAM COOKING SPRAY 6 OZ,BAKING & COOKING NEEDS,64144030217.00,EA,00001 EA, 1/12 CS,4.11,5.49,64144030217.00,64144030217.00,,4.11,GROCERY-SINGLE PICK,5.49
910992,801001,MORTON SALT 26 OZ,SPICES & MIXES,24600010030.00,EA,00001 EA, 1/24 CS,1.85,2.45,24600010030.00,24600010030.00,10024600010037.00,1.85,GROCERY-SINGLE PICK,2.45
910992,801027,POMPEIAN OLIVE OIL 8 OZ,BAKING & COOKING NEEDS,70404000050.00,EA,00001 EA, 1/12 CS,5.49,7.33,70404000050.00,70404000050.00,10070404000057.00,5.49,GROCERY-SINGLE PICK,7.33
910992,801035,SWEET'N'LOW SGR SUB 50CT,BAKING & COOKING NEEDS,44800001010.00,EA,00001 EA, 1/12 CS,1.53,2.04,44800001010.00,44800001010.00,10044800501012.00,1.53,GROCERY-SINGLE PICK,2.04
910992,801043,FOOD CLUB SALT & PEPPER SET 5OZ,SPICES & MIXES,36800045569.00,EA,00001 EA, 1/12 CS,2.05,2.73,36800045569.00,36800045569.00,36800045569.00,2.05,GROCERY-SINGLE PICK,2.73
910992,801050,FC PANCAKE MIX BUTTERMILK 32OZ,BREAKFAST FOODS,36800818705.00,EA,00001 EA, 1/12 CS,2.53,3.39,36800818705.00,36800818705.00,,2.53,GROCERY-SINGLE PICK,3.39
910992,801068,BISQUICK POUCH 5.5 OZ,BREAKFAST FOODS,16000421004.00,EA,00001 EA, 1/9 CS,1.41,1.89,16000421004.00,16000421004.00,16000401563.00,1.41,GROCERY-SINGLE PICK,1.89
910992,801076,QUAKER QUICK GRITS 18.5OZ,BREAKFAST FOODS,30000041505.00,EA,00001 EA, 1/12 CS,1.75,2.33,30000041505.00,30000041505.00,13300043226.00,1.75,GROCERY-SINGLE PICK,2.33
910992,801118,GAIN ULT LIQ DET 2X 25 OZ.,CLEANING PRODUCTS,37000127833.00,EA,00001 EA, 1/6  CS,4.68,5.85,37000127833.00,37000127833.00,10037000127830.00,4.68,GROCERY-SINGLE PICK,5.85
910992,801134,QQ TALL PINK SALMON 14.8 OZ,CANNED FISH,21100025113.00,EA,00001 EA, 1/24 CS,3.87,5.17,21100025113.00,21100025113.00,20021100025117.00,3.87,GROCERY-SINGLE PICK,5.17
910992,801167,D MONTE FRT COCKTAIL 8.5Z,CANNED/BOWL FRUIT,24000021407.00,EA,00001 EA, 1/12 CS,1.59,2.13,24000021407.00,24000021407.00,24000015062.00,1.59,GROCERY-SINGLE PICK,2.13
910992,801175,D MONTE PEAR HALVES 8.5 OZ,CANNED/BOWL FRUIT,24000021445.00,EA,00001 EA, 1/12 CS,1.59,2.13,24000021445.00,24000021445.00,24000014720.00,1.59,GROCERY-SINGLE PICK,2.13
910992,801183,D MONTE SLICED PEACHES 8.5 OZ,CANNED/BOWL FRUIT,24000021421.00,EA,00001 EA, 1/12 CS,1.59,2.13,24000021421.00,24000021421.00,24000015093.00,1.59,GROCERY-SINGLE PICK,2.13
910992,801191,D MONTE SLICED PINEAPPLE 8OZ,CANNED/BOWL FRUIT,24000001669.00,EA,00001 EA, 1/12 CS,1.26,1.67,24000001669.00,24000001669.00,24000550297.00,1.26,GROCERY-SINGLE PICK,1.67
910992,801209,D MONTE CUT GREEN BEANS 15 OZ,CANNED VEGETABLES,24000162865.00,EA,00001 EA, 1/24 CS,2.03,2.69,24000162865.00,24000162865.00,10024000162862.00,2.03,GROCERY-SINGLE PICK,2.69
910992,801217,GIORGIO SLICED MUSHROOM 4 OZ,CANNED VEGETABLES,70475000447.00,EA,00001 EA, 1/12 CS,1.62,2.17,70475000447.00,70475000447.00,2007047500041.00,1.62,GROCERY-SINGLE PICK,2.17
910992,801225,BUSH BAKED BEANS 16 OZ,CANNED VEGETABLES,39400016120.00,EA,00001 EA, 1/12 CS,2.08,2.79,39400016120.00,39400016120.00,10039400016080.00,2.08,GROCERY-SINGLE PICK,2.79
910992,801233,CHINA DOLL LARGE LIMA 12OZ,DRY FOODS,77300130126.00,EA,00001 EA, 1/24 CS,2.24,2.99,77300130126.00,77300130126.00,10077300130123.00,2.24,GROCERY-SINGLE PICK,2.99
910992,801241,V/C PORK&BEANS P-TAB 8OZ,CANNED VEGETABLES,52000011722.00,EA,00001 EA, 1/24 CS,1.26,1.69,52000011722.00,52000011722.00,,1.26,GROCERY-SINGLE PICK,1.69
910992,801258,VAN CAMP PORK & BEANS 15Z,CANNED VEGETABLES,52000011227.00,EA,00001 EA, 1/24 CS,1.22,1.63,52000011227.00,52000011227.00,,1.22,GROCERY-SINGLE PICK,1.63
910992,801266,FOOD CLUB BLACKEYE PEAS 15.50 OZ,CANNED VEGETABLES,36800444737.00,EA,00001 EA, 1/12 CS,1.03,1.39,36800444737.00,36800444737.00,,1.03,GROCERY-SINGLE PICK,1.39
910992,801274,FOOD CLUB SAUERKRAUT CAN 14.5 OZ,CANNED VEGETABLES,36800441897.00,EA,00001 EA, 1/24 CS,1.27,1.69,36800441897.00,36800441897.00,,1.27,GROCERY-SINGLE PICK,1.69
910992,801282,9-LIVES SUPER SUP 5.5Z(1=4PK),PET FOODS/SUPPLIES,79100002863.00,EA,00001 EA, 1/6 CS,3.48,4.63,79100002863.00,79100002863.00,79100028603.00,3.48,GROCERY-SINGLE PICK,4.63
910992,801308,CHINA DOLL BLACKEYES 16OZ,DRY FOODS,77300100013.00,EA,00001 EA, 1/24 CS,2.35,3.19,77300100013.00,77300100013.00,10077300100010.00,2.35,GROCERY-SINGLE PICK,3.19
910992,801316,CHINA DOLL PINTOS BN 12 OZ,DRY FOODS,77300150124.00,EA,00001 EA, 1/24 CS,1.44,1.99,77300150124.00,77300150124.00,10077300150121.00,1.44,GROCERY-SINGLE PICK,1.99
910992,801340,BULL BRAND HOT SAUCE 6 OZ,CONDIMENTS - SINGLE PICK GROCERY,748159117520.00,EA,00001 EA, 1/24 CS,1.01,1.35,748159117520.00,748159117520.00,40748159117528.00,1.01,GROCERY-SINGLE PICK,1.35
910992,801357,KRAFT EASY MAC ORIG 2 OZ,CANNED MICROWAVEABLES,21000010875.00,EA,00001 EA, 1/10 CS,1.97,2.59,21000010875.00,21000010875.00,21000016419.00,1.97,GROCERY-SINGLE PICK,2.59
910992,801399,HUNTS TOMATO PASTE 6 OZ,CANNED VEGETABLES,27000388150.00,EA,00001 EA, 1/24 CS,1.34,1.79,27000388150.00,27000388150.00,27000399140.00,1.34,GROCERY-SINGLE PICK,1.79
910992,801407,HUNTS TOMATO SAUCE 8 OZ,CANNED VEGETABLES,27000390054.00,EA,00001 EA, 1/48 CS,0.95,1.27,27000390054.00,27000390054.00,,0.95,GROCERY-SINGLE PICK,1.27
910992,801415,FOOD CLUB WHOLE PEEL TOMATO 14.5Z,CANNED VEGETABLES,36800765146.00,EA,00001 EA, 1/24 CS,1.04,1.39,36800765146.00,36800765146.00,36800765146.00,1.04,GROCERY-SINGLE PICK,1.39
910992,801423,SD SANDWICH BAG 40CT,PLASTIC BAGS,11225131288.00,EA,00001 EA, 1/12 CS,1.44,1.99,11225131288.00,11225131288.00,10011225131285.00,1.44,GROCERY-SINGLE PICK,1.99
910992,801431,RAGU SPAG SCE/W/MEAT 24 OZ,CANNED VEGETABLES,36200003008.00,EA,00001 EA, 1/12 CS,3.17,4.23,36200003008.00,36200003008.00,36200003008.00,3.17,GROCERY-SINGLE PICK,4.23
910992,801449,D MONTE PINEAPPLE JCE 46 OZ,FRUIT DRINKS/JUICES,24000012535.00,EA,00001 EA, 1/12 CS,4.12,5.49,24000012535.00,24000012535.00,10024000012532.00,4.12,GROCERY-SINGLE PICK,5.49
910992,801456,CAMPBELL CHICKEN NOODLE SOUP,CANNED SOUPS,51000012517.00,EA,00001 EA, 1/48 CS,1.83,2.45,51000012517.00,51000012517.00,10051000012514.00,1.83,GROCERY-SINGLE PICK,2.45
910992,801464,CAMPBELL CHICKEN & RICE SOUP,CANNED SOUPS,51000010513.00,EA,00001 EA, 1/12 CS,2.06,2.75,51000010513.00,51000010513.00,10051000246155.00,2.06,GROCERY-SINGLE PICK,2.75
910992,801480,CAMPBELL CREAM OF CHICKEN SOUP,CANNED SOUPS,51000010315.00,EA,00001 EA, 1/48 CS,2.03,2.71,51000010315.00,51000010315.00,10051000010312.00,2.03,GROCERY-SINGLE PICK,2.71
910992,801498,CAMPBELL CREAM OF MUSHROOM SOUP,CANNED SOUPS,51000012616.00,EA,00001 EA, 1/48 CS,2.03,2.71,51000012616.00,51000012616.00,10051000012613.00,2.03,GROCERY-SINGLE PICK,2.71
910992,801506,CAMPBELL TOMATO SOUP,CANNED SOUPS,51000000118.00,EA,00001 EA, 1/48 CS,1.84,2.45,51000000118.00,51000000118.00,10051000000115.00,1.84,GROCERY-SINGLE PICK,2.45
910992,801514,CAMPBELL VEGTABLE SOUP,CANNED SOUPS,51000011510.00,EA,00001 EA, 1/12 CS,2.06,2.79,51000011510.00,51000011510.00,10051000179668.00,2.06,GROCERY-SINGLE PICK,2.79
910992,801522,CAMPBELL VEGATABLE BEEF SOUP,CANNED SOUPS,51000012319.00,EA,00001 EA, 1/12 CS,2.06,2.79,51000012319.00,51000012319.00,10051000246179.00,2.06,GROCERY-SINGLE PICK,2.79
910992,801530,ARMOUR VIENNA BBQ 4.6 OZ,CANNED MEATS,54100936028.00,EA,00001 EA, 1/24 CS,1.53,1.99,54100936028.00,54100936028.00,10054100936025.00,1.53,GROCERY-SINGLE PICK,1.99
910992,801548,V/CAMP BEANEE WEENEE 7.8Z,CANNED MEATS,52000012484.00,EA,00001 EA, 1/24 CS,1.5,1.99,52000012484.00,52000012484.00,20052000012488.00,1.5,GROCERY-SINGLE PICK,1.99
910992,801571,DINTY MOORE BEEF STEW 15 OZ,CANNED MEATS,37600246095.00,EA,00001 EA, 1/12 CS,2.64,3.59,37600246095.00,37600246095.00,37600255790.00,2.64,GROCERY-SINGLE PICK,3.59
910992,801605,BRYAN LUNCHEON MEAT 12 OZ,CANNED MEATS,53400342393.00,EA,00001 EA, 1/12 CS,3.21,4.29,53400342393.00,53400342393.00,10041358342395.00,3.21,GROCERY-SINGLE PICK,4.29
910992,801621,D MONTE PEAR HALVES 15.25 OZ,CANNED/BOWL FRUIT,24000167259.00,EA,00001 EA, 1/12 CS,2.78,3.69,24000167259.00,24000167259.00,24000510642.00,2.78,GROCERY-SINGLE PICK,3.69
910992,801639,STARKIST CHNK TUNA/WTR 5Z,CANNED FISH,80000006738.00,EA,00001 EA, 1/48 CS,1.22,1.63,80000006738.00,80000006738.00,10080000006735.00,1.22,GROCERY-SINGLE PICK,1.63
